TIPO_REG,PAIS,P_DEPTO,P_MUNIC,UC_UO,ENCUESTA,COD_VEREDA,P_S7PNUMPEZ,P_S7P96,P_S7P97,P_S7P98,P_S7P99,P_S7P100
7,170,68,68418,320000,83036233,68418026,28.0,41191000.0,1,1000.0,3.0,3.0
7,170,68,68418,320000,83036233,68418026,38.0,41199900.0,1,300.0,3.0,0.9
7,170,68,68418,320000,83036235,68418026,18.0,41190300.0,1,300.0,1.0,0.3
7,170,68,68418,320000,83036235,68418026,28.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68418,340000,83036324,68418015,18.0,41190300.0,1,1.0,1.0,0.001
7,170,68,68418,340000,83036324,68418015,28.0,41190600.0,1,1.0,1.0,0.001
7,170,68,68418,340000,83036324,68418015,38.0,41191000.0,10,1500.0,250.0,3750.0
7,170,68,68418,390000,83042991,68418012,18.0,41180201.0,1,600.0,500.0,300.0
7,170,68,68418,390000,83042991,68418012,28.0,41190300.0,1,200.0,400.0,80.0
7,170,68,68418,460000,83042893,68418012,18.0,41190300.0,1,1500.0,500.0,750.0
7,170,68,68418,460000,83042893,68418012,28.0,41190600.0,1,300.0,500.0,150.0
7,170,68,68418,520000,83049590,68418004,18.0,41190300.0,2,206.0,250.0,103.0
7,170,68,68418,520000,83049590,68418004,28.0,41190600.0,2,200.0,250.0,100.0
7,170,68,68418,640000,83042847,68418008,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68418,640000,83042847,68418008,28.0,41190800.0,0,0.0,0.0,0.0
7,170,68,68418,1740000,83049417,68418001,18.0,41190400.0,2,5000.0,2000.0,20000.0
7,170,68,68418,1740000,83049417,68418001,28.0,41199900.0,2,5000.0,2000.0,20000.0
7,170,68,68418,1810000,83043105,68418026,18.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68418,5710000,83043090,68418012,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68418,5710000,83043090,68418012,28.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68418,5710000,83043090,68418012,38.0,41190800.0,0,0.0,0.0,0.0
7,170,68,68418,12760001,60035630,68418006,1.0,41180201.0,2,200.0,5.0,2.0
7,170,68,68418,14480000,83036393,68418012,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68418,14480000,83036393,68418012,28.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68418,14480000,83036393,68418012,38.0,41190800.0,0,0.0,0.0,0.0
7,170,68,68418,15285253,60037378,68418020,1.0,41180201.0,2,200.0,5.0,2.0
7,170,68,68418,28030000,83053031,68418006,18.0,41190300.0,2,600.0,1.0,1.2
7,170,68,68418,28030000,83053031,68418006,28.0,41191000.0,2,600.0,1.0,1.2
7,170,68,68418,28030000,83053031,68418006,38.0,41199900.0,2,600.0,1.0,1.2
7,170,68,68418,47510000,83049877,68418003,18.0,41190300.0,9,9.0,9.0,0.729
7,170,68,68425,740000,83033708,68425003,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68425,740000,83033708,68425003,28.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68425,740000,83033738,68425006,18.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68425,1260000,83033647,68425003,18.0,41199900.0,2,4000.0,500.0,4000.0
7,170,68,68425,1270000,83033688,68425008,18.0,41120199.0,0,0.0,0.0,0.0
7,170,68,68425,1410000,83033646,68425003,18.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68425,1480000,83033648,68425003,18.0,41189900.0,2,2000.0,700.0,2800.0
7,170,68,68425,1560000,83033698,68425003,18.0,41190400.0,2,200.0,500.0,200.0
7,170,68,68425,1670000,83034046,68425001,18.0,41190400.0,2,200.0,600.0,240.0
7,170,68,68425,1760000,83033609,68425003,18.0,41190400.0,0,0.0,0.0,0.0
7,170,68,68425,1970000,83033649,68425003,18.0,41190400.0,2,400.0,400.0,320.0
7,170,68,68425,2320000,83033619,68425003,18.0,41199900.0,1,20.0,500.0,10.0
7,170,68,68425,2680000,83033616,68425003,18.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68425,2680000,83033617,68425003,18.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68432,130000,2479752,68432002,1.0,41190200.0,0,0.0,0.0,0.0
7,170,68,68432,1980001,60443655,68432002,,,0,0.0,0.0,0.0
7,170,68,68444,90001,60039813,68444003,1.0,41190200.0,2,5000.0,2.5,25.0
7,170,68,68444,570001,60039726,68444022,1.0,41199900.0,1,600.0,4.0,2.4
7,170,68,68444,900000,83052939,68444005,18.0,41180201.0,1,600.0,400.0,240.0
7,170,68,68464,50001,60040433,68464011,1.0,41190300.0,1,250.0,7.5,1.875
7,170,68,68464,100000,3070616,68464001,1.0,41180201.0,1,150.0,400.0,60.0
7,170,68,68464,120000,9990411,68464019,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68464,120000,83011593,68464026,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68464,130000,9990408,68464019,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68464,130001,60040331,68464014,1.0,41190300.0,2,2.0,4.0,0.016
7,170,68,68464,140000,3070645,68464015,1.0,41180201.0,12,75.0,1.0,0.9
7,170,68,68464,140000,3070645,68464015,2.0,41190300.0,5,75.0,1.0,0.375
7,170,68,68464,170000,3071087,68464015,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68464,170000,3071087,68464015,2.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68464,170000,3071087,68464015,3.0,41190700.0,0,0.0,0.0,0.0
7,170,68,68464,230000,3070671,68464002,1.0,41189900.0,1,150.0,250.0,37.5
7,170,68,68464,230000,3070671,68464002,2.0,41190300.0,1,150.0,250.0,37.5
7,170,68,68464,300000,83070633,68464001,18.0,41180300.0,8,150.0,250.0,300.0
7,170,68,68464,340000,83070425,68464007,18.0,41190400.0,0,0.0,0.0,0.0
7,170,68,68464,370000,83070562,68464023,18.0,41190300.0,2,250.0,1000.0,500.0
7,170,68,68464,380000,83011566,68464026,18.0,41180201.0,1,250.0,250.0,62.5
7,170,68,68464,390000,89990004,68464018,18.0,41180201.0,2,760.0,1000.0,1520.0
7,170,68,68464,400000,83070869,68464007,18.0,41180201.0,1,450.0,375.0,168.75
7,170,68,68464,430000,2354615,68464018,1.0,41180201.0,12,1000.0,700.0,8400.0
7,170,68,68464,440000,83070891,68464007,18.0,41190400.0,1,300.0,375.0,112.5
7,170,68,68464,490000,3052872,68464012,1.0,41190400.0,3,300.0,500.0,450.0
7,170,68,68464,530001,60037981,68464012,1.0,41190300.0,1,300.0,5.0,1.5
7,170,68,68464,640000,83070470,68464003,18.0,41190400.0,1,1500.0,350.0,525.0
7,170,68,68464,710001,60040427,68464011,2.0,41120199.0,0,0.0,0.0,0.0
7,170,68,68464,720000,3052891,68464012,1.0,41180201.0,2,1600.0,375.0,1200.0
7,170,68,68464,830000,3011474,68464004,1.0,41180201.0,6,250.0,1.0,1.5
7,170,68,68464,830000,7011474,68464004,1.0,41180201.0,3,250.0,1.0,0.75
7,170,68,68464,830000,7011474,68464004,2.0,41189900.0,5,250.0,1.0,1.25
7,170,68,68464,870000,3070483,68464003,1.0,41180201.0,1,150.0,400.0,60.0
7,170,68,68464,890001,60040446,68464011,1.0,41199900.0,1,100.0,5.0,0.5
7,170,68,68464,930000,3070572,68464001,1.0,41190400.0,11,6.0,250.0,16.5
7,170,68,68464,990000,3070485,68464003,1.0,41180201.0,1,6000.0,450.0,2700.0
7,170,68,68464,1040000,3011452,68464004,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68464,1040000,89000264,68464018,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68464,1040000,89000264,68464018,28.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68464,1160000,3070571,68464001,1.0,41190400.0,3,30.0,500.0,45.0
7,170,68,68464,1160001,60037923,68464001,1.0,41180201.0,6,30.0,5.0,0.9
7,170,68,68464,1280000,89000442,68464018,18.0,41189900.0,2,1000.0,1000.0,2000.0
7,170,68,68464,1280000,89000442,68464018,28.0,41190300.0,2,1000.0,1000.0,2000.0
7,170,68,68464,1330000,3071131,68464007,1.0,41180201.0,1,300.0,500.0,150.0
7,170,68,68464,1410000,3011391,68464006,1.0,41190400.0,1,1000.0,500.0,500.0
7,170,68,68464,1430000,3070920,68464010,1.0,41199900.0,1,50.0,500.0,25.0
7,170,68,68464,1460001,60039197,68464009,1.0,41190100.0,2,200.0,20.0,8.0
7,170,68,68464,1800000,3070617,68464001,1.0,41190300.0,1,100.0,1.0,0.1
7,170,68,68464,3584088,60040797,68464009,1.0,42220100.0,1,30.0,5.0,0.15
7,170,68,68464,99990000,3070502,68464018,1.0,41180201.0,1,400.0,250.0,100.0
7,170,68,68468,2310000,3080619,68468015,1.0,41190200.0,2,500.0,125.0,125.0
7,170,68,68468,4020000,2252633,68468001,1.0,41190200.0,1,600.0,350.0,210.0
7,170,68,68468,4850000,2252731,68468001,1.0,41190200.0,1,500.0,250.0,125.0
7,170,68,68498,20000,1135660,68498013,1.0,41180201.0,2,400.0,500.0,400.0
7,170,68,68498,20000,1135660,68498013,2.0,41190500.0,2,200.0,500.0,200.0
7,170,68,68498,30000,81208266,68498010,18.0,41180201.0,1,20.0,1.0,0.02
7,170,68,68498,50000,1135678,68498007,1.0,41180201.0,1,90.0,500.0,45.0
7,170,68,68498,50000,1135678,68498007,2.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68498,100000,81135700,68498002,18.0,41180201.0,1,20.0,1.0,0.02
7,170,68,68498,100000,81135700,68498002,28.0,41190300.0,1,30.0,1.0,0.03
7,170,68,68498,120000,2457130,68498011,1.0,41190300.0,1,200.0,2.0,0.4
7,170,68,68498,140000,81135720,68498002,18.0,41180201.0,1,300.0,500.0,150.0
7,170,68,68498,160000,7135636,68498010,1.0,41180201.0,1,250.0,500.0,125.0
7,170,68,68498,160000,7135636,68498010,2.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68498,160000,7135636,68498010,3.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68498,210000,83087976,68498003,18.0,41180201.0,1,500.0,500.0,250.0
7,170,68,68498,210000,83087985,68498003,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68498,330000,1128431,68498007,1.0,41120199.0,0,0.0,0.0,0.0
7,170,68,68498,350000,81208452,68498008,18.0,41180201.0,9,350.0,450.0,1417.5
7,170,68,68498,350000,81208452,68498008,28.0,41190300.0,6,320.0,450.0,864.0
7,170,68,68498,390000,81698698,68498010,18.0,41180201.0,2,100.0,250.0,50.0
7,170,68,68498,430000,3016671,68498004,1.0,41190300.0,1,50.0,500.0,25.0
7,170,68,68498,530000,89000734,68498002,18.0,41180201.0,1,200.0,500.0,100.0
7,170,68,68498,550000,81135640,68498010,18.0,41180201.0,1,500.0,500.0,250.0
7,170,68,68498,550000,81135640,68498010,28.0,41190300.0,1,500.0,700.0,350.0
7,170,68,68498,550000,81135640,68498010,38.0,41199900.0,1,1000.0,800.0,800.0
7,170,68,68498,590000,7119362,68498014,1.0,41191000.0,1,600.0,600.0,360.0
7,170,68,68498,600000,3016631,68167003,1.0,41120199.0,0,0.0,0.0,0.0
7,170,68,68498,730000,1135711,68498017,1.0,41191000.0,1,100.0,500.0,50.0
7,170,68,68498,740000,1432640,68498010,1.0,41190700.0,1,2000.0,500.0,1000.0
7,170,68,68498,840000,1128522,68498010,1.0,41120108.0,0,0.0,0.0,0.0
7,170,68,68498,840000,1128522,68498010,2.0,41180201.0,1,500.0,200.0,100.0
7,170,68,68498,840000,1128522,68498010,3.0,41190300.0,1,50.0,300.0,15.0
7,170,68,68498,880000,3087917,68498009,1.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68498,900000,2457125,68498005,1.0,41180201.0,1,200.0,500.0,100.0
7,170,68,68498,940000,3016556,68498009,1.0,41190400.0,1,300.0,1500.0,450.0
7,170,68,68498,1080000,3409367,68498018,1.0,41180201.0,1,200.0,500.0,100.0
7,170,68,68498,1670000,3087748,68498014,1.0,41180201.0,1,100.0,500.0,50.0
7,170,68,68498,2690000,2457132,68498001,1.0,41191000.0,1,100.0,300.0,30.0
7,170,68,68498,99990000,3039221,68498006,1.0,41190300.0,10,100.0,500.0,500.0
7,170,68,68500,40000,83077032,68500016,18.0,41180201.0,2,750.0,750.0,1125.0
7,170,68,68500,40000,83077032,68500016,28.0,41190300.0,2,750.0,750.0,1125.0
7,170,68,68500,40000,83083128,68500004,18.0,41190300.0,1,400.0,500.0,200.0
7,170,68,68500,40000,83083128,68500004,28.0,41191000.0,1,1000.0,500.0,500.0
7,170,68,68500,50000,82208147,68500005,18.0,41180201.0,1,1000.0,258.0,258.0
7,170,68,68500,50000,83076913,68500016,18.0,41180201.0,1,2000.0,500.0,1000.0
7,170,68,68500,50000,83076913,68500016,28.0,41190300.0,1,1000.0,500.0,500.0
7,170,68,68500,70000,83076884,68500007,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68500,80000,82183726,68500016,18.0,41180201.0,1,400.0,500.0,200.0
7,170,68,68500,80000,82183726,68500016,28.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68500,160000,88043930,68500019,18.0,41180201.0,2,300.0,500.0,300.0
7,170,68,68500,180000,83076987,68500016,18.0,41180201.0,1,4000.0,15.0,60.0
7,170,68,68500,180000,83076987,68500016,28.0,41190300.0,1,8000.0,15.0,120.0
7,170,68,68500,180001,60039247,68500016,2.0,41190400.0,1,4000.0,15.0,60.0
7,170,68,68500,200000,83083107,68500015,18.0,41191000.0,1,50.0,500.0,25.0
7,170,68,68500,230000,83083157,68322006,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68500,240000,82183799,68500004,18.0,41180201.0,1,700.0,500.0,350.0
7,170,68,68500,240000,82183799,68500004,28.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68500,260000,83076810,68500008,18.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68500,260000,83076810,68500008,28.0,41191000.0,1,800.0,380.0,304.0
7,170,68,68500,260000,83076842,68500008,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68500,260000,83076842,68500008,28.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68500,260000,83076860,68500008,18.0,41191000.0,1,100.0,1.0,0.1
7,170,68,68500,260001,60039255,68500008,1.0,41190400.0,1,100.0,2.5,0.25
7,170,68,68500,280000,83076872,68500008,18.0,41190300.0,5,30.0,500.0,75.0
7,170,68,68500,280000,83076872,68500008,28.0,41191000.0,2,60.0,250.0,30.0
7,170,68,68500,360000,83506526,68500013,18.0,41180201.0,2,400.0,500.0,400.0
7,170,68,68500,360000,83506526,68500013,28.0,41190300.0,2,300.0,500.0,300.0
7,170,68,68500,370000,83507113,68500019,18.0,41180201.0,1,300.0,600.0,180.0
7,170,68,68500,370000,83507113,68500019,28.0,41190300.0,1,300.0,600.0,180.0
7,170,68,68500,400000,83506706,68500013,18.0,41180201.0,1,400.0,1000.0,400.0
7,170,68,68500,400000,83506706,68500013,28.0,41190300.0,1,400.0,1000.0,400.0
7,170,68,68500,490000,83496742,68500012,18.0,41190300.0,1,150.0,500.0,75.0
7,170,68,68500,490000,83496742,68500012,28.0,41191000.0,1,150.0,500.0,75.0
7,170,68,68500,540000,82208318,68500003,18.0,41180201.0,1,100.0,400.0,40.0
7,170,68,68500,550000,83083019,68500022,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68500,550000,83083019,68500022,28.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68500,550000,83083019,68500022,38.0,41190800.0,0,0.0,0.0,0.0
7,170,68,68500,580000,83086644,68500013,18.0,41180201.0,1,600.0,500.0,300.0
7,170,68,68500,580000,83086644,68500013,28.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68500,600000,83082875,68322001,18.0,41180201.0,1,10000.0,700.0,7000.0
7,170,68,68500,600000,83082875,68322001,28.0,41190300.0,1,2000.0,400.0,800.0
7,170,68,68500,600000,83083042,68500007,18.0,41180201.0,1,1500.0,500.0,750.0
7,170,68,68500,600000,83083042,68500007,28.0,41190300.0,1,1500.0,500.0,750.0
7,170,68,68500,610000,82183801,68500004,18.0,41180201.0,1,1400.0,500.0,700.0
7,170,68,68500,610000,82183801,68500004,28.0,41190300.0,1,800.0,1000.0,800.0
7,170,68,68500,620000,83083199,68500007,18.0,41180201.0,1,600.0,400.0,240.0
7,170,68,68500,620000,83083199,68500007,28.0,41190300.0,1,600.0,400.0,240.0
7,170,68,68500,640000,83076830,68500008,18.0,41190300.0,1,40.0,2000.0,80.0
7,170,68,68500,640000,83076830,68500008,28.0,41191000.0,1,40.0,2000.0,80.0
7,170,68,68500,720000,83086713,68500004,18.0,41180201.0,10,1.0,500.0,5.0
7,170,68,68500,720000,83086713,68500004,28.0,41190300.0,9,1.0,500.0,4.5
7,170,68,68500,750000,83076838,68500008,18.0,41190300.0,1,1000.0,500.0,500.0
7,170,68,68500,750000,83496782,68500011,18.0,41180201.0,1,300.0,500.0,150.0
7,170,68,68500,750000,83496782,68500011,28.0,41190700.0,1,400.0,500.0,200.0
7,170,68,68500,780000,83076955,68500016,18.0,41180201.0,6,100.0,500.0,300.0
7,170,68,68500,790000,83496764,68500025,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68500,820000,83506579,68500013,18.0,41180201.0,1,1500.0,750.0,1125.0
7,170,68,68500,820000,83506579,68500013,28.0,41190300.0,1,1500.0,750.0,1125.0
7,170,68,68500,830000,83086784,68500019,18.0,41180201.0,1,150.0,450.0,67.5
7,170,68,68500,870000,81426628,68500017,18.0,41190300.0,1,100.0,400.0,40.0
7,170,68,68500,960000,83076916,68500022,18.0,41180201.0,1,1.0,1.0,0.001
7,170,68,68500,980000,81426618,68500027,18.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68500,980000,83496714,68500025,18.0,41180201.0,3,300.0,400.0,360.0
7,170,68,68500,980000,83496714,68500025,28.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68500,980000,83496725,68500025,18.0,41190400.0,2,5000.0,500.0,5000.0
7,170,68,68500,990000,81426626,68500027,18.0,41190400.0,5,1.0,500.0,2.5
7,170,68,68500,1030000,83076948,68500023,18.0,41180201.0,1,150.0,300.0,45.0
7,170,68,68500,1030000,83076948,68500023,28.0,41190300.0,1,150.0,300.0,45.0
7,170,68,68500,1110000,81426711,68500027,18.0,41190400.0,1,100.0,500.0,50.0
7,170,68,68500,1132265,60039256,68500008,1.0,41190400.0,1,100.0,2.5,0.25
7,170,68,68500,1180000,82183854,68500027,18.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68500,1180000,82183854,68500027,28.0,41190400.0,1,150.0,500.0,75.0
7,170,68,68500,1180000,82183854,68500027,38.0,41190700.0,1,100.0,500.0,50.0
7,170,68,68500,1230000,83083005,68500024,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68500,1320000,83076949,68500023,18.0,41180201.0,1,1000.0,500.0,500.0
7,170,68,68500,1320000,83076949,68500023,28.0,41190300.0,1,1000.0,500.0,500.0
7,170,68,68500,1340000,83507110,68500019,18.0,41180201.0,2,500.0,500.0,500.0
7,170,68,68500,1340000,83507110,68500019,28.0,41190300.0,2,500.0,500.0,500.0
7,170,68,68500,1440000,82183638,68500017,18.0,41190600.0,6,1.0,1.0,0.006
7,170,68,68500,1440000,82183638,68500017,28.0,41190700.0,6,1.0,1.0,0.006
7,170,68,68500,1440000,82183638,68500017,38.0,41191000.0,6,1.0,1.0,0.006
7,170,68,68500,1490000,83076991,68500016,18.0,41180201.0,2,600.0,450.0,540.0
7,170,68,68500,1490000,83076991,68500016,28.0,41190300.0,2,600.0,500.0,600.0
7,170,68,68500,1510000,83496689,68500025,18.0,41180201.0,1,500.0,1000.0,500.0
7,170,68,68500,1510000,83496689,68500025,28.0,41190300.0,1,150.0,1500.0,225.0
7,170,68,68500,1510000,83496690,68500025,18.0,41180201.0,1,250.0,500.0,125.0
7,170,68,68500,1580000,83083035,68500025,18.0,41180201.0,2,700.0,750.0,1050.0
7,170,68,68500,1580000,83083035,68500025,28.0,41190300.0,2,700.0,750.0,1050.0
7,170,68,68500,1660000,83086645,68500025,18.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68500,1840000,83086617,68500015,18.0,41190300.0,1,2000.0,500.0,1000.0
7,170,68,68500,1840000,83086617,68500015,28.0,41190700.0,1,1000.0,500.0,500.0
7,170,68,68500,1840000,83086617,68500015,38.0,41199900.0,1,3000.0,500.0,1500.0
7,170,68,68500,1890000,83496727,68500019,18.0,41180201.0,1,50.0,500.0,25.0
7,170,68,68500,1890000,83496727,68500019,28.0,41190300.0,1,50.0,750.0,37.5
7,170,68,68500,2030000,88800054,68500019,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68500,2030000,88800054,68500019,28.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68500,2070000,83043949,68500019,18.0,41180201.0,11,10000.0,15.0,1650.0
7,170,68,68500,2070000,83043949,68500019,28.0,41190300.0,9,10000.0,15.0,1350.0
7,170,68,68500,2070000,83043949,68500019,38.0,41190500.0,10,10000.0,15.0,1500.0
7,170,68,68500,2130000,83082845,68500016,18.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68500,2230000,83076992,68500016,18.0,41180201.0,1,3000.0,500.0,1500.0
7,170,68,68500,2230000,83076992,68500016,28.0,41190300.0,1,2000.0,500.0,1000.0
7,170,68,68500,2260000,83076933,68500016,18.0,41180201.0,1,100.0,1000.0,100.0
7,170,68,68500,2260000,83076933,68500016,28.0,41190300.0,1,100.0,1000.0,100.0
7,170,68,68500,2290000,83086665,68500019,18.0,41190300.0,3,2500.0,1000.0,7500.0
7,170,68,68500,2290000,83086665,68500019,28.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68500,2290000,83086665,68500019,38.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68500,2310000,83496720,68500025,18.0,41191000.0,1,500.0,400.0,200.0
7,170,68,68500,2330000,83082811,68500016,18.0,41180201.0,2,2000.0,500.0,2000.0
7,170,68,68500,2330001,60038406,68500016,1.0,41180201.0,2,2000.0,5.0,20.0
7,170,68,68500,2360001,60039465,68322001,2.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68500,2440000,83506626,68500025,18.0,41189900.0,1,1.0,500.0,0.5
7,170,68,68500,2440000,83506626,68500025,28.0,41190300.0,2,1.0,500.0,1.0
7,170,68,68500,2440000,83506626,68500025,38.0,41191000.0,9,1.0,500.0,4.5
7,170,68,68502,220000,1892939,68502003,1.0,41190200.0,12,7000.0,350.0,29400.0
7,170,68,68502,1059266,60038827,68502010,1.0,41190200.0,2,500.0,10.0,10.0
7,170,68,68502,1450000,3080134,68502004,1.0,41180201.0,1,500.0,300.0,150.0
7,170,68,68502,1460000,3080077,68502007,1.0,41180201.0,2,600.0,250.0,300.0
7,170,68,68502,1460000,3080077,68502007,2.0,41190300.0,2,600.0,250.0,300.0
7,170,68,68502,1470000,3080309,68502002,1.0,41189900.0,0,0.0,0.0,0.0
7,170,68,68502,1480000,3080135,68502014,1.0,41180201.0,2,700.0,300.0,420.0
7,170,68,68502,1480000,3080135,68502014,2.0,41190300.0,2,250.0,300.0,150.0
7,170,68,68502,1840000,3080010,68502002,1.0,41180201.0,12,20.0,250.0,60.0
7,170,68,68522,70000,83073216,68522002,18.0,41190300.0,2,500.0,600.0,600.0
7,170,68,68522,70000,83073216,68522002,28.0,41191000.0,2,500.0,600.0,600.0
7,170,68,68522,80000,83073534,68522003,18.0,41190300.0,2,10.0,500.0,10.0
7,170,68,68522,120000,3073218,68522002,1.0,41190300.0,1,800.0,500.0,400.0
7,170,68,68522,180000,83073208,68522002,18.0,41190300.0,1,250.0,750.0,187.5
7,170,68,68522,220000,83073269,68522002,18.0,41190300.0,1,300.0,500.0,150.0
7,170,68,68522,220000,83073269,68522002,28.0,41190400.0,1,50.0,500.0,25.0
7,170,68,68522,230000,83073260,68522002,18.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68522,290000,83073338,68522002,18.0,41190300.0,2,400.0,500.0,400.0
7,170,68,68522,290000,83073338,68522002,28.0,41190400.0,2,400.0,500.0,400.0
7,170,68,68522,290000,83073338,68522002,38.0,41190800.0,2,400.0,500.0,400.0
7,170,68,68522,300000,83073268,68522002,18.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68522,340000,83073227,68522002,18.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68522,400000,83073265,68522002,18.0,41190300.0,2,300.0,500.0,300.0
7,170,68,68522,420000,83073235,68522002,18.0,41190300.0,1,300.0,500.0,150.0
7,170,68,68522,450000,3073219,68522002,1.0,41190300.0,1,1200.0,500.0,600.0
7,170,68,68522,540000,83073226,68522002,18.0,41120108.0,0,0.0,0.0,0.0
7,170,68,68522,610000,83073308,68522002,18.0,41190300.0,1,2800.0,550.0,1540.0
7,170,68,68522,610000,83073308,68522002,28.0,41190400.0,1,200.0,550.0,110.0
7,170,68,68522,780000,83073201,68522004,18.0,41190300.0,1,400.0,500.0,200.0
7,170,68,68522,1070000,83073295,68522002,18.0,41190300.0,2,1000.0,500.0,1000.0
7,170,68,68522,1100000,83073275,68522002,18.0,41120199.0,0,0.0,0.0,0.0
7,170,68,68522,1100000,83073275,68522002,28.0,41190400.0,1,100.0,500.0,50.0
7,170,68,68522,1180000,83073278,68522002,18.0,41190300.0,1,150.0,500.0,75.0
7,170,68,68522,1230000,83084472,68522001,18.0,41180201.0,2,500.0,500.0,500.0
7,170,68,68522,1230000,83084472,68522001,28.0,41190300.0,2,500.0,500.0,500.0
7,170,68,68522,1370000,83073229,68522002,18.0,41190300.0,1,250.0,500.0,125.0
7,170,68,68522,1370000,83073229,68522002,28.0,41190400.0,1,50.0,500.0,25.0
7,170,68,68522,1410000,83073254,68522002,18.0,41190300.0,1,350.0,1000.0,350.0
7,170,68,68522,1410000,83073254,68522002,28.0,41190400.0,1,50.0,500.0,25.0
7,170,68,68522,1570000,83084404,68522001,18.0,41180201.0,1,300.0,500.0,150.0
7,170,68,68522,1620000,83084459,68522001,18.0,41199900.0,1,1.0,1.0,0.001
7,170,68,68522,1640000,83077122,68522001,18.0,41180201.0,1,1200.0,500.0,600.0
7,170,68,68522,1640000,83077122,68522001,28.0,41190300.0,1,1200.0,500.0,600.0
7,170,68,68522,1650000,83084465,68522001,18.0,41190300.0,2,700.0,1000.0,1400.0
7,170,68,68522,1800000,83077168,68522001,18.0,41190300.0,2,300.0,500.0,300.0
7,170,68,68522,1810000,83084466,68522001,18.0,41190300.0,1,250.0,1000.0,250.0
7,170,68,68522,1810000,83084466,68522001,28.0,41190500.0,1,250.0,1000.0,250.0
7,170,68,68522,1830000,83073211,68755008,18.0,41190300.0,1,250.0,500.0,125.0
7,170,68,68522,1830000,83084456,68522001,18.0,41190300.0,1,160.0,500.0,80.0
7,170,68,68522,1850000,83077154,68522001,18.0,41190300.0,1,300.0,100.0,30.0
7,170,68,68522,1850000,83077154,68522001,28.0,41190600.0,1,300.0,1000.0,300.0
7,170,68,68522,1990000,3073222,68522002,1.0,41190300.0,2,100.0,500.0,100.0
7,170,68,68522,2050000,83073276,68522002,18.0,41190300.0,1,800.0,500.0,400.0
7,170,68,68522,2090000,83073250,68522002,18.0,41190300.0,2,50.0,500.0,50.0
7,170,68,68522,2150000,83073283,68522002,18.0,41190300.0,1,300.0,500.0,150.0
7,170,68,68522,2150000,83073283,68522002,28.0,41190400.0,1,50.0,500.0,25.0
7,170,68,68524,10000,83071623,68755006,18.0,41189900.0,1,300.0,100.0,30.0
7,170,68,68524,30000,83009827,68524003,18.0,41190300.0,8,750.0,500.0,3000.0
7,170,68,68524,30000,83009827,68524003,28.0,41190400.0,1,750.0,500.0,375.0
