"","TIPO_REG","PAIS","P_DEPTO","P_MUNIC","UC_UO","ENCUESTA","COD_VEREDA","ITER_HG","P_S15P165A","P_S15P165B","P_S15P177","P_S15P178","P_S15P179_SP1","P_S15P179A","P_S15P179_SP2","P_S15P179B","P_S15P179_SP3","P_S15P179C","P_S15P179_SP4","P_S15P180","TOT_PROD_HOGAR"
"81290","N",170,68,68820,"00300001","060052881","68820007","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81291","N",170,68,68820,"00310000","082407503","68820006","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81292","N",170,68,68820,"00310000","082407503","68820006","00201",2,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81293","N",170,68,68820,"00320000","082405763","68820006","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,2
"81294","N",170,68,68820,"00320000","082405763","68820006","00201",2,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81295","N",170,68,68820,"00320000","083069858","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81296","N",170,68,68820,"00320000","083084900","68820001","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81297","N",170,68,68820,"00320001","060052748","68820001","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81298","N",170,68,68820,"00320001","060052959","68820003","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81299","N",170,68,68820,"00330000","082355375","68820014","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81300","N",170,68,68820,"00330000","083069803","68820017","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81301","N",170,68,68820,"00330000","083069840","68820017","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81302","N",170,68,68820,"00330000","083069870","68820004","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81303","N",170,68,68820,"00330000","083084992","68820001","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81304","N",170,68,68820,"00330000","083085136","68820002","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81305","N",170,68,68820,"00330000","083085187","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81306","N",170,68,68820,"00330000","083085187","68820013","00201",2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81307","N",170,68,68820,"00330000","083085187","68820013","00301",3,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81308","N",170,68,68820,"00330001","060052763","68820001","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81309","N",170,68,68820,"00330001","060054513","68820004","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81310","N",170,68,68820,"00330001","060054513","68820004","00201",2,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81311","N",170,68,68820,"00340000","083061574","68820004","00101",1,1,2,2,1,2002,NA,NA,NA,NA,NA,1,1
"81312","N",170,68,68820,"00340000","083069794","68820007","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81313","N",170,68,68820,"00340000","083084884","68820001","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81314","N",170,68,68820,"00340000","083084970","68820001","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81315","N",170,68,68820,"00340001","060052750","68820001","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81316","N",170,68,68820,"00340001","060052802","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81317","N",170,68,68820,"00340001","060052802","68820013","00201",2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81318","N",170,68,68820,"00340001","060052802","68820013","00202",2,2,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81319","N",170,68,68820,"00340001","060052802","68820013","00203",2,3,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81320","N",170,68,68820,"00340001","060052957","68820003","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81321","N",170,68,68820,"00340001","060447623","68820001","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81322","N",170,68,68820,"00350000","083061575","68820004","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81323","N",170,68,68820,"00350000","083084831","68820999","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81324","N",170,68,68820,"00350000","083084960","68820001","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81325","N",170,68,68820,"00350000","083085015","68820005","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81326","N",170,68,68820,"00350000","083085015","68820005","00201",2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81327","N",170,68,68820,"00350000","083085015","68820005","00301",3,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81328","N",170,68,68820,"00350001","060052757","68820001","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81329","N",170,68,68820,"00360000","083061559","68820004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81330","N",170,68,68820,"00360000","083085049","68820002","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81331","N",170,68,68820,"00360000","083085130","68820002","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81332","N",170,68,68820,"00360001","060052581","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81333","N",170,68,68820,"00360001","060052805","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81334","N",170,68,68820,"00360001","060447245","68820016","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81335","N",170,68,68820,"00363690","060447246","68820016","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81336","N",170,68,68820,"00370000","082409401","68820006","00101",1,1,9,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81337","N",170,68,68820,"00370000","083069886","68820013","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81338","N",170,68,68820,"00370000","083085048","68820002","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81339","N",170,68,68820,"00380000","081449752","68820006","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81340","N",170,68,68820,"00380000","081449782","68820006","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81341","N",170,68,68820,"00380000","082409399","68820006","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81342","N",170,68,68820,"00380000","083069850","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81343","N",170,68,68820,"00380000","083085531","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81344","N",170,68,68820,"00380001","060052641","68820003","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81345","N",170,68,68820,"00380001","060054098","68820002","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81346","N",170,68,68820,"00380001","060054619","68820002","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81347","N",170,68,68820,"00380001","060054619","68820002","00201",2,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81348","N",170,68,68820,"00380001","060448298","68820016","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81349","N",170,68,68820,"00390000","083061562","68820002","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81350","N",170,68,68820,"00390000","083085047","68820002","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81351","N",170,68,68820,"00390001","060054623","68820002","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81352","N",170,68,68820,"00390001","060448166","68820001","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81353","N",170,68,68820,"00400000","083061558","68820004","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81354","N",170,68,68820,"00400000","083085030","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81355","N",170,68,68820,"00400000","083085554","68820002","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81356","N",170,68,68820,"00400001","060052579","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81357","N",170,68,68820,"00400001","060052583","68820002","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81358","N",170,68,68820,"00400001","060054381","68820003","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81359","N",170,68,68820,"00400001","060054673","68820011","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81360","N",170,68,68820,"00410000","083061571","68820004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81361","N",170,68,68820,"00410000","083084892","68820012","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81362","N",170,68,68820,"00410000","083085591","68820002","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81363","N",170,68,68820,"00410001","060052666","68820003","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81364","N",170,68,68820,"00410001","060052666","68820003","00201",2,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81365","N",170,68,68820,"00410001","060052754","68820001","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81366","N",170,68,68820,"00410001","060052784","68820003","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,2
"81367","N",170,68,68820,"00410001","060052784","68820003","00201",2,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81368","N",170,68,68820,"00420000","081449764","68820006","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81369","N",170,68,68820,"00420000","083061576","68820004","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81370","N",170,68,68820,"00420000","083069832","68820002","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81371","N",170,68,68820,"00420000","083085031","68820018","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81372","N",170,68,68820,"00420000","089002628","68820018","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81373","N",170,68,68820,"00430000","082381546","68820999","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81374","N",170,68,68820,"00430000","082381546","68820999","00102",1,2,9,9,NA,NA,NA,NA,NA,NA,1,NA,1
"81375","N",170,68,68820,"00430000","083061557","68820004","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81376","N",170,68,68820,"00430000","083084929","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81377","N",170,68,68820,"00430001","060052814","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81378","N",170,68,68820,"00440000","083061563","68820004","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81379","N",170,68,68820,"00440000","083069830","68820002","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81380","N",170,68,68820,"00440000","083069995","68820007","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81381","N",170,68,68820,"00440000","083084932","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81382","N",170,68,68820,"00440000","083085192","68820018","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81383","N",170,68,68820,"00440001","060053734","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81384","N",170,68,68820,"00440001","060448614","68820009","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81385","N",170,68,68820,"00444187","060053735","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81386","N",170,68,68820,"00450000","082409368","68820006","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81387","N",170,68,68820,"00450000","083061555","68820004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81388","N",170,68,68820,"00450000","083069791","68820007","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81389","N",170,68,68820,"00450000","083084930","68820013","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81390","N",170,68,68820,"00450000","083084994","68820016","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,2
"81391","N",170,68,68820,"00450000","083085080","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81392","N",170,68,68820,"00450001","060053739","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81393","N",170,68,68820,"00450001","060054245","68820003","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81394","N",170,68,68820,"00450001","060054512","68820004","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81395","N",170,68,68820,"00450001","060054670","68820011","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81396","N",170,68,68820,"00460000","082028926","68820016","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81397","N",170,68,68820,"00460000","082381555","68820006","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81398","N",170,68,68820,"00460000","082381555","68820006","00201",2,1,9,9,NA,NA,NA,NA,NA,NA,1,NA,1
"81399","N",170,68,68820,"00460000","083069793","68820007","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81400","N",170,68,68820,"00460000","083069834","68820002","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81401","N",170,68,68820,"00460000","083069996","68820007","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81402","N",170,68,68820,"00460000","083085142","68820018","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81403","N",170,68,68820,"00460001","060052819","68820001","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81404","N",170,68,68820,"00460001","060448164","68820001","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81405","N",170,68,68820,"00470000","082355600","68820014","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81406","N",170,68,68820,"00470000","083069831","68820002","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81407","N",170,68,68820,"00470000","083085033","68820018","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81408","N",170,68,68820,"00470001","060052782","68820003","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81409","N",170,68,68820,"00470001","060053399","68820018","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81410","N",170,68,68820,"00470001","060053769","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81411","N",170,68,68820,"00470001","060054247","68820003","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81412","N",170,68,68820,"00470001","060054671","68820011","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81413","N",170,68,68820,"00470001","060054671","68820011","00301",3,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81414","N",170,68,68820,"00470001","060447607","68820001","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81415","N",170,68,68820,"00470397","060447609","68820001","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81416","N",170,68,68820,"00476765","060447610","68820001","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81417","N",170,68,68820,"00480000","083061553","68820004","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81418","N",170,68,68820,"00480000","083069716","68820017","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81419","N",170,68,68820,"00480000","083084934","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81420","N",170,68,68820,"00480000","083085129","68820018","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81421","N",170,68,68820,"00480001","060052822","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81422","N",170,68,68820,"00480001","060054382","68820003","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81423","N",170,68,68820,"00480001","060054499","68820017","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81424","N",170,68,68820,"00490000","083061593","68820013","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81425","N",170,68,68820,"00490000","083061594","68820013","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81426","N",170,68,68820,"00490000","083069701","68820017","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81427","N",170,68,68820,"00490000","083069712","68820017","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81428","N",170,68,68820,"00490000","083069932","68820007","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81429","N",170,68,68820,"00490000","083085056","68820018","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81430","N",170,68,68820,"00490001","060052825","68820013","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81431","N",170,68,68820,"00490001","060054238","68820018","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81432","N",170,68,68820,"00490001","060054477","68820001","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81433","N",170,68,68820,"00490001","060054485","68820003","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81434","N",170,68,68820,"00493005","060054378","68820016","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81435","N",170,68,68820,"00497523","060449296","68820016","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81436","N",170,68,68820,"00498479","060052826","68820013","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81437","N",170,68,68820,"00499282","060054373","68820016","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81438","N",170,68,68820,"00499282","060054373","68820016","00201",2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81439","N",170,68,68820,"00500000","081599244","68820016","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81440","N",170,68,68820,"00500000","083069938","68820007","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81441","N",170,68,68820,"00500000","083085132","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81442","N",170,68,68820,"00500001","060052577","68820002","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81443","N",170,68,68820,"00500001","060448940","68820009","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81444","N",170,68,68820,"00510000","082407553","68820006","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81445","N",170,68,68820,"00510000","083069862","68820017","00101",1,1,1,2,NA,NA,NA,NA,1,1986,NA,2,NA
"81446","N",170,68,68820,"00510000","083069885","68820013","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81447","N",170,68,68820,"00510000","083085042","68820018","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81448","N",170,68,68820,"00510001","060052918","68820003","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81449","N",170,68,68820,"00510001","060447905","68820016","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81450","N",170,68,68820,"00515431","060054377","68820016","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81451","N",170,68,68820,"00520000","081599354","68820014","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81452","N",170,68,68820,"00520000","081599355","68820014","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81453","N",170,68,68820,"00520000","081599358","68820014","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81454","N",170,68,68820,"00520000","083069930","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81455","N",170,68,68820,"00520000","083069930","68820002","00201",2,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81456","N",170,68,68820,"00520000","083069956","68820004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81457","N",170,68,68820,"00520000","083084876","68820009","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81458","N",170,68,68820,"00520000","083085053","68820018","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81459","N",170,68,68820,"00520001","060052900","68820003","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81460","N",170,68,68820,"00523090","060054101","68820018","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81461","N",170,68,68820,"00530000","081599218","68820014","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81462","N",170,68,68820,"00530000","083061597","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81463","N",170,68,68820,"00530000","083085576","68820010","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81464","N",170,68,68820,"00530001","060052839","68820001","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81465","N",170,68,68820,"00530001","060052932","68820003","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81466","N",170,68,68820,"00540000","083061554","68001015","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81467","N",170,68,68820,"00540000","083069802","68820017","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,2
"81468","N",170,68,68820,"00540000","083069843","68820010","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81469","N",170,68,68820,"00540000","083069843","68820010","00201",2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81470","N",170,68,68820,"00540000","083069994","68820007","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81471","N",170,68,68820,"00540000","083085134","68820018","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81472","N",170,68,68820,"00540000","083085184","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,3
"81473","N",170,68,68820,"00540001","060053745","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,3
"81474","N",170,68,68820,"00540001","060054511","68001015","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81475","N",170,68,68820,"00550000","081599242","68820014","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81476","N",170,68,68820,"00550000","083069853","68820017","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81477","N",170,68,68820,"00550000","083069906","68820002","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81478","N",170,68,68820,"00550000","083085022","68820018","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81479","N",170,68,68820,"00550001","060054090","68820018","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81480","N",170,68,68820,"00550001","060054090","68820018","00102",1,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81481","N",170,68,68820,"00550001","060054090","68820018","00201",2,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81482","N",170,68,68820,"00550001","060054475","68820001","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81483","N",170,68,68820,"00560000","001599488","68820011","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81484","N",170,68,68820,"00560000","083069804","68820017","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,2
"81485","N",170,68,68820,"00560000","083069904","68820002","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81486","N",170,68,68820,"00560000","083084935","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81487","N",170,68,68820,"00560000","083084936","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81488","N",170,68,68820,"00560000","083084942","68820016","00101",1,1,9,9,NA,NA,NA,NA,NA,NA,1,NA,1
"81489","N",170,68,68820,"00560000","083084942","68820016","00201",2,1,9,9,NA,NA,NA,NA,NA,NA,1,NA,NA
"81490","N",170,68,68820,"00560000","083085036","68820018","00101",1,1,1,1,NA,NA,NA,NA,1,2002,NA,2,NA
"81491","N",170,68,68820,"00560000","083085036","68820018","00201",2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"81492","N",170,68,68820,"00560001","060053401","68820018","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81493","N",170,68,68820,"00560001","060053733","68820013","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2
"81494","N",170,68,68820,"00560001","060449297","68820016","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81495","N",170,68,68820,"00560001","060449297","68820016","00201",2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81496","N",170,68,68820,"00570000","081599243","68820014","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81497","N",170,68,68820,"00570000","081599243","68820014","00201",2,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81498","N",170,68,68820,"00570000","081599243","68820014","00301",3,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81499","N",170,68,68820,"00570000","082405949","68820014","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"81500","N",170,68,68820,"00570000","083069859","68820017","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81501","N",170,68,68820,"00570000","083085545","68820002","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1
"81502","N",170,68,68820,"00570000","089028440","68820014","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81503","N",170,68,68820,"00570000","089028445","68820014","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81504","N",170,68,68820,"00570001","060052592","68820002","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81505","N",170,68,68820,"00570001","060052651","68820003","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81506","N",170,68,68820,"00570001","060052651","68820003","00102",1,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"81507","N",170,68,68820,"00570001","060448163","68820001","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81508","N",170,68,68820,"00580000","081599234","68820014","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"81509","N",170,68,68820,"00580000","081599234","68820014","00201",2,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"81510","N",170,68,68820,"00580000","081599234","68820014","00202",2,2,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
