"","TIPO_REG","PAIS","P_DEPTO","P_MUNIC","UC_UO","ENCUESTA","COD_VEREDA","P_S8_NUMPEZDUL","P_S8P1141","P_S8P1151","P_S8P115A1","P_S8P1161","P_S8P116A1","P_S8_NUMPEZSAL","P_S8P1142","P_S8P1152","P_S8P115A2","P_S8P1162","P_S8P116A2"
"1391",8,170,68,68679,"01510001","060051709",68679004,1,41220700,90,1,100,1,0,NA,0,0,0,0
"1392",8,170,68,68679,"01980000","001698720",68679003,1,41190400,100,1,0,0,NA,NA,NA,0,NA,0
"1393",8,170,68,68682,"00030001","060051063",68682010,1,41190100,0,0,0,0,0,NA,0,0,0,0
"1394",8,170,68,68682,"00120000","083078616",68682003,18,41190400,0,0,0,0,NA,NA,NA,0,NA,0
"1395",8,170,68,68682,"00140000","003000974",68682005,1,41190200,650,1,0,0,NA,NA,NA,0,NA,0
"1396",8,170,68,68682,"00470001","060447780",68682009,1,41229900,5,1,5,1,0,NA,0,0,0,0
"1397",8,170,68,68682,"00980001","060051048",68682002,1,41190400,25,1,0,0,0,NA,0,0,0,0
"1398",8,170,68,68684,"00050000","003088928",68684012,1,41229900,3,1,0,0,NA,NA,NA,0,NA,0
"1399",8,170,68,68684,"00120000","003088841",68684013,1,41229900,2,1,2,1,NA,NA,NA,0,NA,0
"1400",8,170,68,68686,"00300000","003028788",68686005,1,41229900,50,1,0,0,NA,NA,NA,0,NA,0
"1401",8,170,68,68689,"00050000","083503991",68689003,18,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1402",8,170,68,68689,"00050000","083503991",68689003,28,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"1403",8,170,68,68689,"00380000","003069491",68689022,1,41190600,10,1,10,1,NA,NA,NA,0,NA,0
"1404",8,170,68,68689,"00380000","003069491",68689022,2,41229900,10,1,10,1,NA,NA,NA,0,NA,0
"1405",8,170,68,68689,"00430000","002251251",68689008,1,41229900,500,1,500,1,NA,NA,NA,0,NA,0
"1406",8,170,68,68689,"00480000","003069369",68689004,1,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1407",8,170,68,68689,"00480000","003069369",68689004,2,41120103,0,0,0,0,NA,NA,NA,0,NA,0
"1408",8,170,68,68689,"00540000","009992306",68689004,1,41190600,1.52,1,0,0,NA,NA,NA,0,NA,0
"1409",8,170,68,68689,"00550000","003065898",68689025,1,41190600,60,1,60,1,NA,NA,NA,0,NA,0
"1410",8,170,68,68689,"00550000","003065898",68689025,3,41220300,162.5,1,162.5,1,NA,NA,NA,0,NA,0
"1411",8,170,68,68689,"00550000","003065898",68689025,4,41120101,325,1,325,1,NA,NA,NA,0,NA,0
"1412",8,170,68,68689,"00580000","003069509",68689018,1,41190600,0,0,2.5,1,NA,NA,NA,0,NA,0
"1413",8,170,68,68689,"00830000","002258939",68689001,1,41229900,500,1,500,1,NA,NA,NA,0,NA,0
"1414",8,170,68,68689,"00870000","002258929",68689008,1,41190300,62,1,62,1,NA,NA,NA,0,NA,0
"1415",8,170,68,68689,"01040000","003069021",68689016,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1416",8,170,68,68689,"01130000","003068930",68689016,1,41190600,10,1,3,1,NA,NA,NA,0,NA,0
"1417",8,170,68,68689,"01310000","083068959",68689016,18,41190600,15,1,10,1,NA,NA,NA,0,NA,0
"1418",8,170,68,68689,"01320000","003069078",68689016,1,41190600,6,1,0,0,NA,NA,NA,0,NA,0
"1419",8,170,68,68689,"01320000","003069078",68689016,2,41220500,0,0,0,0,NA,NA,NA,0,NA,0
"1420",8,170,68,68689,"01320000","003069078",68689016,3,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1421",8,170,68,68689,"01970000","003069502",68689022,1,41190600,0.5,1,0.5,1,NA,NA,NA,0,NA,0
"1422",8,170,68,68689,"01970000","003069502",68689022,2,41120101,0.5,1,0.5,1,NA,NA,NA,0,NA,0
"1423",8,170,68,68689,"02050000","003069408",68689018,1,41190300,0,0,2000,1,NA,NA,NA,0,NA,0
"1424",8,170,68,68689,"02050000","003069408",68689018,2,41190600,0,0,1000,1,NA,NA,NA,0,NA,0
"1425",8,170,68,68689,"02050000","003069408",68689018,3,41190400,0,0,250,1,NA,NA,NA,0,NA,0
"1426",8,170,68,68689,"02570000","003065701",68689016,1,41120101,0,0,0,0,NA,NA,NA,0,NA,0
"1427",8,170,68,68689,"02570000","003065701",68689016,2,41190900,0,0,0,0,NA,NA,NA,0,NA,0
"1428",8,170,68,68689,"02570000","003065701",68689016,3,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1429",8,170,68,68689,"02900000","003068995",68689016,1,41190600,25,1,25,1,NA,NA,NA,0,NA,0
"1430",8,170,68,68689,"02900000","003068995",68689016,2,41120101,0,0,0,0,NA,NA,NA,0,NA,0
"1431",8,170,68,68689,"02900000","003068995",68689016,3,41190900,0,0,0,0,NA,NA,NA,0,NA,0
"1432",8,170,68,68689,"03090000","001882278",68689006,1,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1433",8,170,68,68689,"03090000","001882278",68689006,2,41221000,0,0,0,0,NA,NA,NA,0,NA,0
"1434",8,170,68,68689,"03210000","009992154",68689016,1,41190600,1,1,1,1,NA,NA,NA,0,NA,0
"1435",8,170,68,68689,"03210000","009992154",68689016,2,41120101,1,1,1,1,NA,NA,NA,0,NA,0
"1436",8,170,68,68689,"03270000","003503992",68689004,1,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1437",8,170,68,68689,"03550000","003069014",68689016,1,41190600,3,1,0,0,NA,NA,NA,0,NA,0
"1438",8,170,68,68689,"03550000","003069014",68689016,2,41190900,7,1,0,0,NA,NA,NA,0,NA,0
"1439",8,170,68,68689,"03600000","003069501",68689022,1,41190600,20,1,0,0,NA,NA,NA,0,NA,0
"1440",8,170,68,68689,"03720000","003068900",68689022,1,41190300,300,1,300,1,NA,NA,NA,0,NA,0
"1441",8,170,68,68689,"04240000","002228301",68689006,NA,41229900,350,1,350,1,1,NA,NA,NA,NA,NA
"1442",8,170,68,68689,"04310000","003068984",68689016,1,41190600,8,1,0,0,NA,NA,NA,0,NA,0
"1443",8,170,68,68689,"04310000","003068984",68689016,2,41220900,13,1,0,0,NA,NA,NA,0,NA,0
"1444",8,170,68,68689,"04310000","003068984",68689016,3,41221000,15,1,0,0,NA,NA,NA,0,NA,0
"1445",8,170,68,68689,"04310000","003068984",68689016,4,41229900,10,1,0,0,NA,NA,NA,0,NA,0
"1446",8,170,68,68689,"05390000","083069225",68689016,18,41190300,1000,1,0,0,NA,NA,NA,0,NA,0
"1447",8,170,68,68689,"05410000","003068938",68689016,1,41190300,150,1,0,0,NA,NA,NA,0,NA,0
"1448",8,170,68,68689,"05570000","003069280",68689016,1,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1449",8,170,68,68689,"05850000","003069080",68689016,1,41190600,80,1,0,0,NA,NA,NA,0,NA,0
"1450",8,170,68,68689,"06350000","083069237",68689016,18,41190600,1000,1,700,1,NA,NA,NA,0,NA,0
"1451",8,170,68,68689,"07530000","003068927",68689016,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1452",8,170,68,68689,"92380000","083069238",68689023,18,41190600,1,1,0,0,NA,NA,NA,0,NA,0
"1453",8,170,68,68705,"00040000","003060421",68318023,1,41190200,125,1,0,0,NA,NA,NA,0,NA,0
"1454",8,170,68,68705,"00100000","003060406",68705007,1,41190200,1350,1,1350,1,NA,NA,NA,0,NA,0
"1455",8,170,68,68720,"00080000","083076488",68720013,18,41120199,1,1,0,0,NA,NA,NA,0,NA,0
"1456",8,170,68,68720,"00090000","083076750",68720013,18,41120199,1,1,1,1,NA,NA,NA,0,NA,0
"1457",8,170,68,68720,"00100000","083076547",68720013,18,41120199,4,1,0,0,NA,NA,NA,0,NA,0
"1458",8,170,68,68720,"00150000","083072133",68720008,18,41190600,2,1,0,0,NA,NA,NA,0,NA,0
"1459",8,170,68,68720,"00150000","083072133",68720008,28,41220600,2,1,0,0,NA,NA,NA,0,NA,0
"1460",8,170,68,68720,"00210000","083076403",68720013,18,41190600,2,1,2,1,NA,NA,NA,0,NA,0
"1461",8,170,68,68720,"00210000","083076403",68720013,28,41120199,2,1,2,1,NA,NA,NA,0,NA,0
"1462",8,170,68,68720,"00280000","083072166",68720023,18,41190600,2,1,2,1,NA,NA,NA,0,NA,0
"1463",8,170,68,68720,"00280000","083072166",68720023,28,41190400,5,1,5,1,NA,NA,NA,0,NA,0
"1464",8,170,68,68720,"00490000","083089756",68720029,18,41190600,3,1,3,1,NA,NA,NA,0,NA,0
"1465",8,170,68,68720,"00490000","083089756",68720029,28,41229900,3,1,3,1,NA,NA,NA,0,NA,0
"1466",8,170,68,68720,"00560000","083009269",68720029,18,41190600,30,1,0,0,NA,NA,NA,0,NA,0
"1467",8,170,68,68720,"00560000","083009269",68720029,28,41220600,22.5,1,0,0,NA,NA,NA,0,NA,0
"1468",8,170,68,68720,"01140000","083076473",68720017,18,41229900,8,1,7,1,NA,NA,NA,0,NA,0
"1469",8,170,68,68720,"01140000","083076473",68720017,28,41190600,5,1,5,1,NA,NA,NA,0,NA,0
"1470",8,170,68,68745,"00050000","003075589",68745037,1,41190300,125,1,0,0,NA,NA,NA,0,NA,0
"1471",8,170,68,68745,"00110000","003077223",68745022,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1472",8,170,68,68745,"00150000","003077440",68745002,1,41190300,0,0,500,1,NA,NA,NA,0,NA,0
"1473",8,170,68,68745,"00150000","003077440",68745002,2,41190500,0,0,180,1,NA,NA,NA,0,NA,0
"1474",8,170,68,68745,"00150000","003077440",68745002,3,41190400,0,0,600,1,NA,NA,NA,0,NA,0
"1475",8,170,68,68745,"00160000","003075565",68745022,1,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1476",8,170,68,68745,"00180000","003075517",68745023,1,41190300,15,1,7.5,1,NA,NA,NA,0,NA,0
"1477",8,170,68,68745,"00200000","003077201",68745023,1,41190300,562.5,1,0,0,NA,NA,NA,0,NA,0
"1478",8,170,68,68745,"00200000","003077201",68745023,2,41229900,3,1,0,0,NA,NA,NA,0,NA,0
"1479",8,170,68,68745,"00250000","003498418",68745011,1,41190600,18,1,0,0,NA,NA,NA,0,NA,0
"1480",8,170,68,68745,"00300001","060050215",68745023,1,41229900,0,0,300,1,0,NA,0,0,0,0
"1481",8,170,68,68745,"00310000","083075237",68745003,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1482",8,170,68,68745,"00360000","083077481",68745034,18,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1483",8,170,68,68745,"00360000","083077481",68745034,28,41190400,0,0,0,0,NA,NA,NA,0,NA,0
"1484",8,170,68,68745,"00480000","083496554",68745001,18,41190300,80,1,0,0,NA,NA,NA,0,NA,0
"1485",8,170,68,68745,"00500000","003075376",68745034,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1486",8,170,68,68745,"00500000","003077240",68745022,1,41229900,3,1,3,1,NA,NA,NA,0,NA,0
"1487",8,170,68,68745,"00550000","003498454",68745012,1,41190300,250,1,0,0,NA,NA,NA,0,NA,0
"1488",8,170,68,68745,"00590000","002409577",68745031,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1489",8,170,68,68745,"00620000","083496579",68745036,18,41190300,100,1,0,0,NA,NA,NA,0,NA,0
"1490",8,170,68,68745,"00710000","002409569",68745031,1,41190600,1,1,2,1,NA,NA,NA,0,NA,0
"1491",8,170,68,68745,"00720000","007075310",68745004,1,41220300,20,1,20,1,NA,NA,NA,0,NA,0
"1492",8,170,68,68745,"00730000","083077390",68745023,18,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"1493",8,170,68,68745,"00840000","002405980",68745031,1,41190600,2,1,0,0,NA,NA,NA,0,NA,0
"1494",8,170,68,68745,"00840000","002405980",68745031,2,41229900,2,1,0,0,NA,NA,NA,0,NA,0
"1495",8,170,68,68745,"00840000","002405980",68745031,3,41220600,2.5,1,0,0,NA,NA,NA,0,NA,0
"1496",8,170,68,68745,"00840000","002405980",68745031,4,41220900,3,1,0,0,NA,NA,NA,0,NA,0
"1497",8,170,68,68745,"01010000","083077594",68745023,18,41190300,5,1,4,1,NA,NA,NA,0,NA,0
"1498",8,170,68,68745,"01070000","003498755",68745026,1,41190300,1500,1,1400,1,NA,NA,NA,0,NA,0
"1499",8,170,68,68745,"01070000","003498755",68745026,2,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1500",8,170,68,68745,"01100000","002409579",68745031,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1501",8,170,68,68745,"01560000","083077523",68745023,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1502",8,170,68,68745,"01600000","082381524",68745014,18,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"1503",8,170,68,68745,"01710000","003498683",68745011,1,41220300,2000,1,0,0,NA,NA,NA,0,NA,0
"1504",8,170,68,68745,"01920000","003498719",68745013,1,41190600,7.5,1,0,0,NA,NA,NA,0,NA,0
"1505",8,170,68,68745,"02190000","083498716",68745027,18,41190600,15,1,0,0,NA,NA,NA,0,NA,0
"1506",8,170,68,68745,"02190000","083498716",68745027,28,41120101,1275,1,0,0,NA,NA,NA,0,NA,0
"1507",8,170,68,68745,"02220000","083496402",68745027,18,41190300,7500,1,0,0,NA,NA,NA,0,NA,0
"1508",8,170,68,68745,"02290000","083498444",68745027,18,41190300,1000,1,0,0,NA,NA,NA,0,NA,0
"1509",8,170,68,68745,"02370000","083498590",68745013,18,41190600,3,1,0,0,NA,NA,NA,0,NA,0
"1510",8,170,68,68745,"02370000","083498590",68745013,28,41120101,3,1,0,0,NA,NA,NA,0,NA,0
"1511",8,170,68,68745,"02770000","003498402",68745014,1,41190300,75,1,0,0,NA,NA,NA,0,NA,0
"1512",8,170,68,68745,"02790000","003498687",68745014,1,41190600,6,1,0,0,NA,NA,NA,0,NA,0
"1513",8,170,68,68745,"02870000","003498403",68745013,1,41190600,30,1,0,0,NA,NA,NA,0,NA,0
"1514",8,170,68,68745,"02870000","003498403",68745013,2,41221000,30,1,0,0,NA,NA,NA,0,NA,0
"1515",8,170,68,68745,"03450000","083498688",68745027,18,41120101,1020,1,0,0,NA,NA,NA,0,NA,0
"1516",8,170,68,68745,"03490000","003498401",68745013,1,41190600,22.5,1,0,0,NA,NA,NA,0,NA,0
"1517",8,170,68,68745,"03660000","003498598",68745016,1,41190600,5,1,0,0,NA,NA,NA,0,NA,0
"1518",8,170,68,68745,"04110000","082409593",68745030,18,41120199,2,1,6,1,NA,NA,NA,0,NA,0
"1519",8,170,68,68745,"04410000","083040166",68745007,18,41190600,21,1,0,0,NA,NA,NA,0,NA,0
"1520",8,170,68,68745,"04440000","003498629",68745007,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1521",8,170,68,68745,"04450000","003498425",68745029,1,41190600,4.5,1,0,0,NA,NA,NA,0,NA,0
"1522",8,170,68,68745,"05600000","002409586",68745031,1,41190400,0,0,0,0,NA,NA,NA,0,NA,0
"1523",8,170,68,68745,"05600000","002409586",68745031,2,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1524",8,170,68,68745,"05600000","002409586",68745031,3,41221200,0,0,0,0,NA,NA,NA,0,NA,0
"1525",8,170,68,68745,"05720000","003040053",68745031,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1526",8,170,68,68745,"06070000","082409596",68745030,18,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"1527",8,170,68,68745,"06410000","082381471",68745014,18,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"1528",8,170,68,68755,"00010000","083081151",68755002,18,41229900,300,1,300,1,NA,NA,NA,0,NA,0
"1529",8,170,68,68755,"00020000","088043846",68755012,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1530",8,170,68,68755,"00130000","083088402",68755014,18,41229900,300,1,300,1,NA,NA,NA,0,NA,0
"1531",8,170,68,68755,"00140000","083088401",68755014,18,41229900,300,1,300,1,NA,NA,NA,0,NA,0
"1532",8,170,68,68755,"00170000","083067969",68755015,18,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1533",8,170,68,68755,"00170000","083081176",68755016,18,41229900,100,1,0,0,NA,NA,NA,0,NA,0
"1534",8,170,68,68755,"00210000","083088547",68755019,18,41190300,2501,1,250,1,NA,NA,NA,0,NA,0
"1535",8,170,68,68755,"00210000","083088547",68755019,28,41190400,250,1,250,1,NA,NA,NA,0,NA,0
"1536",8,170,68,68755,"00240000","083088691",68755011,18,41229900,300,1,500,1,NA,NA,NA,0,NA,0
"1537",8,170,68,68755,"00330000","083088601",68755019,18,41190300,35,1,40,1,NA,NA,NA,0,NA,0
"1538",8,170,68,68755,"00350000","083088522",68755017,18,41190400,0,0,75,1,NA,NA,NA,0,NA,0
"1539",8,170,68,68755,"00380000","083088777",68755010,18,41190400,100,1,1,1,NA,NA,NA,0,NA,0
"1540",8,170,68,68755,"00380000","083088777",68755010,28,41190300,100,1,0,0,NA,NA,NA,0,NA,0
"1541",8,170,68,68755,"00380000","083088777",68755010,38,41190700,100,1,0,0,NA,NA,NA,0,NA,0
"1542",8,170,68,68755,"00380000","083088778",68755010,18,41120199,0,0,1,1,NA,NA,NA,0,NA,0
"1543",8,170,68,68755,"00380000","083088778",68755010,28,41190300,10,1,0,0,NA,NA,NA,0,NA,0
"1544",8,170,68,68755,"00380000","083088778",68755010,38,41190700,10,1,0,0,NA,NA,NA,0,NA,0
"1545",8,170,68,68755,"00420000","081662981",68755009,18,41190300,100,1,100,1,NA,NA,NA,0,NA,0
"1546",8,170,68,68755,"00450000","083507765",68755009,18,41229900,200,1,1,1,NA,NA,NA,0,NA,0
"1547",8,170,68,68755,"00490000","083043887",68755008,18,41229900,21,1,0,0,NA,NA,NA,0,NA,0
"1548",8,170,68,68755,"00510000","083025495",68755001,18,41190300,1,1,1,1,NA,NA,NA,0,NA,0
"1549",8,170,68,68755,"00510000","083025495",68755001,28,41120199,1,1,1,1,NA,NA,NA,0,NA,0
"1550",8,170,68,68755,"00540000","081180795",68755004,18,41190300,100,1,0,0,NA,NA,NA,0,NA,0
"1551",8,170,68,68755,"00540000","081180795",68755004,28,41220300,50,1,0,0,NA,NA,NA,0,NA,0
"1552",8,170,68,68755,"00760000","083507916",68755009,18,41190300,53,1,0,0,NA,NA,NA,0,NA,0
"1553",8,170,68,68755,"00790000","083088729",68755017,18,41120199,0.01,1,10,1,NA,NA,NA,0,NA,0
"1554",8,170,68,68755,"00820001","060050706",68755017,1,41229900,1,1,1,1,0,NA,0,0,0,0
"1555",8,170,68,68755,"00890000","083506485",68755004,18,41190300,1,1,0,0,NA,NA,NA,0,NA,0
"1556",8,170,68,68755,"00920000","083507757",68755009,18,41220300,50,1,1,1,NA,NA,NA,0,NA,0
"1557",8,170,68,68755,"00940001","060051211",68755010,1,41229900,4,1,4,1,0,NA,0,0,0,0
"1558",8,170,68,68755,"00980000","083506718",68755015,18,41190300,125,1,0,0,NA,NA,NA,0,NA,0
"1559",8,170,68,68755,"01250000","083088679",68755015,18,41190300,70,1,1,1,NA,NA,NA,0,NA,0
"1560",8,170,68,68755,"01250000","083088679",68755015,28,41190400,70,1,0,0,NA,NA,NA,0,NA,0
"1561",8,170,68,68755,"01490000","083067971",68755015,18,41190400,0,0,0,0,NA,NA,NA,0,NA,0
"1562",8,170,68,68755,"01670000","083086562",68755018,18,41229900,3.6,1,3.6,1,NA,NA,NA,0,NA,0
"1563",8,170,68,68770,"00010001","060050758",68770014,1,41190300,2500,1,2500,1,0,NA,0,0,0,0
"1564",8,170,68,68770,"00110001","060053680",68770003,1,41190300,500,1,300,1,0,NA,0,0,0,0
"1565",8,170,68,68770,"00130000","003086491",68770001,1,41190400,25,1,25,1,NA,NA,NA,0,NA,0
"1566",8,170,68,68770,"00220001","060050144",68770019,1,41190500,10,1,30,1,0,NA,0,0,0,0
"1567",8,170,68,68770,"00440000","083029356",68770013,18,42129900,50,1,50,1,NA,NA,NA,0,NA,0
"1568",8,170,68,68770,"00460000","003073589",68770009,1,41190400,1000,1,0,0,NA,NA,NA,0,NA,0
"1569",8,170,68,68770,"00470000","003073583",68770009,1,41120199,10,1,0,0,NA,NA,NA,0,NA,0
"1570",8,170,68,68770,"00480000","003029266",68770007,1,41220600,1,1,0,0,NA,NA,NA,0,NA,0
"1571",8,170,68,68770,"00480001","060050757",68770014,1,41190300,1725.09,1,1725,1,0,NA,0,0,0,0
"1572",8,170,68,68770,"00490000","003073584",68770009,1,41190400,1000,1,0,0,NA,NA,NA,0,NA,0
"1573",8,170,68,68770,"00500000","003029250",68770007,1,41220600,2,1,0,0,NA,NA,NA,0,NA,0
"1574",8,170,68,68770,"00510000","003026345",68770007,1,41220600,1,1,0,0,NA,NA,NA,0,NA,0
"1575",8,170,68,68770,"00570000","003026347",68770007,1,41220600,1,1,0,0,NA,NA,NA,0,NA,0
"1576",8,170,68,68770,"00640001","060049977",68770008,1,41220600,1,1,1,1,0,NA,0,0,0,0
"1577",8,170,68,68770,"00650001","060051460",68770014,1,41190300,400,1,400,1,0,NA,0,0,0,0
"1578",8,170,68,68770,"00690000","003026391",68770007,1,41220600,1,1,0,0,NA,NA,NA,0,NA,0
"1579",8,170,68,68770,"00700001","060053703",68770004,1,41190300,1,1,1,1,0,NA,0,0,0,0
"1580",8,170,68,68770,"00720001","060051999",68500010,1,42930101,200,1,0,0,0,NA,0,0,0,0
"1581",8,170,68,68770,"00920001","060051502",68770019,1,41190300,0,0,1900,1,0,NA,0,0,0,0
"1582",8,170,68,68770,"01030000","083029332",68770013,18,41120199,0,0,3.3,1,NA,NA,NA,0,NA,0
"1583",8,170,68,68770,"01030000","083029332",68770013,28,41190300,0,0,3.3,1,NA,NA,NA,0,NA,0
"1584",8,170,68,68770,"01070000","001388295",68770002,1,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1585",8,170,68,68770,"01070000","003029233",68770007,1,41220600,0,0,0,0,NA,NA,NA,0,NA,0
"1586",8,170,68,68770,"01070001","060049961",68770004,1,41120199,2,1,0.4,1,0,NA,0,0,0,0
"1587",8,170,68,68770,"01180001","060051505",68770012,1,41190300,0,0,126,1,0,NA,0,0,0,0
"1588",8,170,68,68770,"01210000","003029342",68770006,1,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1589",8,170,68,68770,"01370000","083068425",68770011,18,41190300,20,1,50,1,NA,NA,NA,0,NA,0
"1590",8,170,68,68770,"01370001","060053606",68770011,1,41190300,20,1,10,1,0,NA,0,0,0,0
"1591",8,170,68,68770,"01470000","003026321",68770007,1,41220600,1,1,0,0,NA,NA,NA,0,NA,0
"1592",8,170,68,68770,"01590001","060050011",68770012,1,41190300,200,1,200,1,0,NA,0,0,0,0
"1593",8,170,68,68770,"01740000","003037588",68770002,1,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1594",8,170,68,68770,"01780000","083029503",68770011,18,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"1595",8,170,68,68770,"01830000","003029257",68770007,1,41220600,1,1,0,0,NA,NA,NA,0,NA,0
"1596",8,170,68,68770,"01980000","001690353",68770010,1,41190400,1,1,0,0,NA,NA,NA,0,NA,0
"1597",8,170,68,68770,"02030000","003029290",68770002,1,41220600,0,0,0,0,NA,NA,NA,0,NA,0
"1598",8,170,68,68770,"02200000","001827432",68770018,1,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1599",8,170,68,68770,"02200000","001827432",68770018,2,41220300,0,0,0,0,NA,NA,NA,0,NA,0
"1600",8,170,68,68770,"02210000","003029249",68770007,1,41220600,4.5,1,0,0,NA,NA,NA,0,NA,0
"1601",8,170,68,68770,"02270000","003029571",68770011,1,41190300,0,0,12.5,1,NA,NA,NA,0,NA,0
"1602",8,170,68,68770,"02270000","003029571",68770011,2,41120105,0,0,4,1,NA,NA,NA,0,NA,0
"1603",8,170,68,68770,"02390001","060053702",68770004,1,41190300,2,1,2,1,0,NA,0,0,0,0
"1604",8,170,68,68770,"02690000","003026392",68770002,1,41220600,1,1,0,0,NA,NA,NA,0,NA,0
"1605",8,170,68,68770,"03100000","003029425",68770016,1,41190400,37.5,1,0,0,NA,NA,NA,0,NA,0
"1606",8,170,68,68770,"03100000","003029425",68770016,2,41190300,625,1,0,0,NA,NA,NA,0,NA,0
"1607",8,170,68,68770,"03170000","007068487",68770011,1,41220600,200,1,200,1,NA,NA,NA,0,NA,0
"1608",8,170,68,68770,"03170000","007068487",68770011,2,41229900,100,1,100,1,NA,NA,NA,0,NA,0
"1609",8,170,68,68770,"03780000","003068426",68770007,1,41220600,1,1,1,1,NA,NA,NA,0,NA,0
"1610",8,170,68,68770,"03780000","003068426",68770007,2,41229900,1,1,1,1,NA,NA,NA,0,NA,0
"1611",8,170,68,68770,"04600000","003029474",68770011,1,41120199,0,0,20,1,NA,NA,NA,0,NA,0
"1612",8,170,68,68770,"04600000","003029474",68770011,2,41190300,0,0,5,1,NA,NA,NA,0,NA,0
"1613",8,170,68,68773,"00030000","001875695",68773045,1,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1614",8,170,68,68773,"00030000","001875695",68773045,2,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1615",8,170,68,68773,"00030000","001875695",68773045,3,41220300,0,0,0,0,NA,NA,NA,0,NA,0
"1616",8,170,68,68773,"00050000","001881385",68773041,1,41120101,0,0,0,0,NA,NA,NA,0,NA,0
"1617",8,170,68,68773,"00050000","001881385",68773041,2,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1618",8,170,68,68773,"00050000","002129862",68773041,1,41229900,1,1,0,0,NA,NA,NA,0,NA,0
"1619",8,170,68,68773,"00270000","003006143",68773051,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1620",8,170,68,68773,"03070000","082129997",68773043,18,41190500,0,0,1,1,NA,NA,NA,0,NA,0
"1621",8,170,68,68773,"03223480","000933536",68773024,1,41229900,12,1,12,1,0,NA,0,0,0,0
"1622",8,170,68,68780,"00020001","060447404",68780010,1,41190100,1000,1,2000,1,0,NA,0,0,0,0
"1623",8,170,68,68780,"00031110","060051813",68780021,1,41220700,200,1,200,1,0,NA,0,0,0,0
"1624",8,170,68,68780,"00040000","007085241",68780022,1,41190200,0,0,0,0,NA,NA,NA,0,NA,0
"1625",8,170,68,68780,"00040001","060050845",68780022,1,41190100,200,1,200,1,0,NA,0,0,0,0
"1626",8,170,68,68780,"00190001","060049921",68780006,1,41190200,50,1,50,1,0,NA,0,0,0,0
"1627",8,170,68,68780,"00200001","060049660",68780016,1,41220400,12,1,12,1,0,NA,0,0,0,0
"1628",8,170,68,68780,"00220001","060050891",68780015,1,41190100,20,1,20,1,0,NA,0,0,0,0
"1629",8,170,68,68780,"00225956","060050894",68780015,1,41190100,100,1,110,1,0,NA,0,0,0,0
"1630",8,170,68,68780,"00270001","060049901",68780002,3,41190400,0,0,0,0,0,NA,0,0,0,0
"1631",8,170,68,68780,"00350001","060049922",68780006,1,41190200,150,1,150,1,0,NA,0,0,0,0
"1632",8,170,68,68780,"00350001","060051781",68780016,1,41220700,50,1,20,1,0,NA,0,0,0,0
"1633",8,170,68,68780,"00370000","003085317",68780017,1,41190400,50,1,50,1,NA,NA,NA,0,NA,0
"1634",8,170,68,68780,"00390001","060051805",68780006,1,41220800,20,1,10,1,0,NA,0,0,0,0
"1635",8,170,68,68780,"00420001","060049763",68780001,1,41190100,2000,1,0,0,0,NA,0,0,0,0
"1636",8,170,68,68780,"00470001","060053304",68780015,1,41190100,2.5,1,2.5,1,0,NA,0,0,0,0
"1637",8,170,68,68780,"00474872","060053305",68780015,1,41190100,200,1,200,1,0,NA,0,0,0,0
